id,doc
1051,How did bookmakers create near-perfect decorated initials over years ago? The latest issue of the Library of Congress Magazine tries to solve this typographic mystery: https:t.coqTqyCgy https:t.coBgEfzkBFL
1052,"How has it already been a week since the National Book Festival? Oh, well. Guess that puts us one week closer to the next one! (Watch this space for the date announcement.) If you attended, take our survey let us know how your day was: https:t.cocvNyeyemv NatBookFest https:t.coKzHzbmCX"
1053,"How is the life and work of Martin Luther King, Jr., commemorated? Primary sources from the collections of the Library of Congress explore his legacy. https:t.cojiNyBPVYS https:t.coeLokSmTp"
1054,"How is the world's largest collection of books preserved? Join us this PreservationWeek to learn about adjusting priorities and preserving collections during the pandemic, the Library's work to train the next generation of preservationists and more: https:t.coBdNtnvmt https:t.coPJPyKbhhi"
1055,How librarians celebrate Pi Day: books books and of course PiDay https:t.coWHsQcaTeu
1056,"How we hope all emails find you this autumn. Image: Autumn at Sherrewogue, St. James, L.I. N.Y. Toni Frissell photograph collection, Library of Congress Prints and Photographs Division. https:t.cojgpOsrrxF"
1057,"How would a murder steps from the White House involving a U.S. District Attorney, a Congressman and an adulterous wife be covered by the news media today? Impossible to know for sure. But here is how it was covered in , courtesy of ChronAmLOC."
1058,https:t.cooitdHmvz
1059,"Hundreds of hours of interviews wmovers shakers of U.S. culture, including Maya Angelou, Mel Brooks, Carol Burnett, Audra McDonald more: now available in PBSAmericanMasters digital archives, part of our joint AAPB project wPBS https:t.cojjGbhwofZ AmericanMastersPBS https:t.coEQKZmjXQ"
1060,"""I AM AN AMERICAN."" A striking image from the Library's Prints and Photographs Division to mark the anniversary of President Franklin D. Roosevelt establishing the War Relocation Authority to oversee the internment of Japanese Americans during World War II. https:t.cobZDHAcxC"
1061,"""I have often thought that nothing would do more extensive good at small expense than the establishment of a small circulating library in every county... "" - Thomas Jefferson to John Wyche, May , , from Jefferson's papers at the Library of Congress"
1062,"""I met my younger self for coffee..."" - Jennae Cecelia These photographs of the oldest Library of Congress building, the Thomas Jefferson Building, are by Levin Corbin Handy, who documented its construction throughout the s. It opened to the public in . https:t.cokkMijTCP"
1063,"Ice skating has been a popular winter pastime through the years. Check out this newspaper comic art in our historic newspaper collections -- or if you'd prefer to stay inside, print it out use as a coloring activity! https:t.coCBgDBsAW ChronAm https:t.cothINQJLxxL"
1064,"ICYMI: ""Living Nations, Living Words: An Anthology of First Peoples Poetry"" is the companion anthology to Joy Harjo's work as the first Native poet to serve as U.S. Poet Laureate. Available now at the Library Shop and book retailers worldwide: https:t.coUkUjesaY https:t.coLKRdCJl"
1065,"ICYMI: MariahCarey stopped by the Library last week for a tour to receive a certificate from Santa that commemorates the induction of All I Want For Christmas is You in the NatRecRegistry. Congratulations Merry Christmas, Mariah! https:t.coDNDMzSZjX https:t.cotKdcpdWiU"
1066,"ICYMI: NationalMallNPS announced its peak bloom prediction for the Tidal Basin cherry trees in Washington, D.C.: March -. But please, don't climb on the them like this young lady did in ! A look at the Library's plans for season: https:t.coWsGIdFApzD https:t.cogTndnsJXEX"
1067,ICYMI: A major new grant from the the Andrew W. Mellon Foundation will allow the Library to connect with minority communities amplify diverse voices within our collections. "Of the People: Widening the Path" launched this week. MORE: https:t.cooUAghFiWM MellonFdn https:t.couJRkgHbl
1068,ICYMI: A new exhibition at the Library explores how comic books have permeated popular entertainment and influenced U.S. culture. Geppi Gems is now open in the Librarys Graphic Arts Gallery through mid-March . More: https:t.coQHqnKGI https:t.coTTaNGIohea
1069,ICYMI: A new exhibition at the Library explores how comic books have permeated popular entertainment and influenced U.S. culture. Geppi Gems is now open in the Librarys Graphic Arts Gallery through mid-March . More: https:t.coQHqnKGI https:t.coEdLiLhtd
1070,"ICYMI: A recent Library event celebrated the acquisition of the kitchensisters archive, some , hours of interviews, oral histories, songs field recordings. Their friend and collaborator, actor Frances McDormand, hosted. WATCH: https:t.coDEhrSmrzU https:t.codhBBaEPjk"
1071,"ICYMI: Have you seen our beautiful poster for the National Book Festival, created by artist Dana Tanamachi? Read about her career artistic inspiration -- and get ready for the festival, Sept. -. NatBookFest https:t.coPSHXBLpx https:t.coejcwYdvky"
1072,"ICYMI: In honor of International LiteracyDay, LibnOfCongress Carla Hayden announced the winners of the Literacy Awards. Top prizes were awarded to dollyslibrary, the Parents as Teachers National Center and the Luminos Fund. More: https:t.coPLMmrBse https:t.coSRaPqRBAh"
1073,"ICYMI: Librarian of Congress Carla Hayden named recordings as audio treasures worthy of preservation based on their cultural, historical or aesthetic importance in the nation's recorded sound heritage. View the selections to the NatRecRegistry: https:t.coKFYwoRxh https:t.coHzErkLJqy"
1074,"ICYMI: On Monday evening, GershwinPrize honoree LionelRichie sits down with LibnOfCongress Carla Hayden for a live talk at the Library. If you want to watch, here's how."
1075,"ICYMI: Our National Book Festival broadcast special with pbsbooks, ""Open a Book, Open the World,"" premiered last night (and continues to run on local PBS stations, check your listings). You can also watch the special on our NatBookFest site right now! https:t.coVskGLYK https:t.cowtkzRDujbu"
1076,"ICYMI: Stories from our unparalleled manuscript collections, as told by our curators reference librarians. Our new ""Unfolding History"" blog launched this week. Read: https:t.colGyzbhxXa https:t.coCULkoiboG"
1077,ICYMI: The NatBookFest will invite audiences to create their own festival experiences. Join levarburton and LibnOfCongress as they kick off the festival on Sept. with a live discussion on the power of reading. Explore the schedule: https:t.coDMnlekj https:t.coDDiSpJewLy
1078,"ICYMI: The full author lineup for the National Book Festival is OUT. We hope you're planning to enjoy us for the fun on Saturday, August . https:t.coekgwJqTXUK"
1079,ICYMI: The Library celebrates ten years of recognizing outstanding organizations that promote literacy and reading in the U.S. and abroad through the Literacy Awards Program. Applications for this program will open again on January . Watch Now: https:t.cotATfSytnav https:t.couzgJHgDk
1080,ICYMI: The Library celebrates ten years of recognizing outstanding organizations that promote literacy and reading in the U.S. and abroad through the Literacy Awards Program. Applications for this program will open again on January . Watch Now: https:t.cotATfSytnav https:t.cohBIHLA
1081,"ICYMI: The Library has acquired the manuscripts and papers of playwright and screenwriter Neil Simon, the most commercially successful American playwright of the th century. https:t.coLYeMhiQZ https:t.coMTXoEzIBes"
1082,"ICYMI: The Library has launched season of its La Biblioteca podcast. The six-part series zeros in on seminal civil rights cases and events. Listen to the first episode, which centers on Madrigal v. Quilligan: https:t.cowoFRLOha HispanicHeritageMonth https:t.coJETvOJxY"
1083,"ICYMI: The Library's National Recording Registry inductee list dropped yesterday. It's kind of a big deal. https:t.coNDLPMCDFNs Did you know you can nominate songs, albums other types of recordings for the NatRecRegistry list? Here's how: https:t.coguPWxbcnss"
1084,"ICYMI: Watch a panel discussion that explores the efforts of musicians and music-based organizations to reach out to veterans diagnosed with Post-Traumatic Stress, and share their stories of how vets have used music to cope with traumatic experiences. https:t.coTSJMlXfgoN https:t.coamHCAyBc"
1085,"ICYMI: Watch a panel discussion that explores the efforts of musicians and music-based organizations to reach out to veterans diagnosed with Post-Traumatic Stress, and share their stories of how vets have used music to cope with traumatic experiences. https:t.coTSJMlXfgoN https:t.coAkNrmbNwRo"
1086,"ICYMI: When Stephenie Meyer spoke in about her unpublished ""Twilight"" sequel, we began getting questions about how to view the manuscript, which is registered with the CopyrightOffice. It's possible, but only by visiting the Library in person. https:t.coNvTHnzy https:t.coJugKlyvdJ"
1087,"ICYMI: Winners have been announced for the Library of Congress LavineKen Burns Prize for Film, dedicated to the exploration of American history through documentary. MORE: https:t.coHPfhjrgEW BetterAngelsSoc KenBurns https:t.coTzbHPFZO"
1088,ICYMI: You're invited to view a special introduction to the National Book Festival on PBS Sept. (check local listings). Join levarburton for a timely celebration of the power of books and more: https:t.coGAkWiMhFQQ NatBookFest https:t.coYlwpxlYYl
1089,"If the change wasnt his own, he annotated the margin to state whose it was, e.g. Dr. Franklin or Mr. Adams"" (Benjamin Franklin and John Adams). However, in one area on page , theres an obvious smudge rather than a neat cross out. Upon closer examination under the microscope, its evident there is a word underneath, with citizens having been judiciously written atop. Spectral imaging reveals that Jefferson first wrote our fellow subjects."""
1090,"If this photo of a young poet participating in the annual Poetry Slam at the National Book Festival doesn't capture the spirit of InternationalWomensDay, what could? Photo by Shawn MillerLibrary of Congress https:t.coOyuiitsNzS"
1091,"If you are planning to enjoy NatBookFest streamed programming from home, here's how to watch: https:t.coAzrIowG"
1092,"If you attended the National Book Festival last Saturday, or watched our livestream coverage, we want to hear from you! Please spare a moment to take our National Book Festival survey! https:t.cokayntJTJ"
1093,"If you attended the National Book Festival this year, or watched our livestream coverage, we want to hear from you! Please spare a moment to take our National Book Festival survey! The survey is open until August st. https:t.coSIdyPbslXd https:t.coQeTOC"
1094,"""If you don't love Lionel Richie, something is wrong with you... In fact maybe we should send Lionel to Congress."" -anthonyanderson Thoughts, LionelRichie? Anthony hosts the GershwinPrize concert honoring Lionel Tuesday, May . GershwinPrizePBS https:t.coIjcJUgPdR https:t.coaibroW"
1095,"If you enjoy following us on Twitter, consider joining us on other social media platforms, as well! We've compiled a thread about the content we share where we share it, complete with QR codes and links to our accounts. https:t.coGoKXEFVYx"
1096,"If you have any questions about how you can best enjoy your day at the National Book Festival, visit https:t.coQgemFPXiG for FAQs, or just ask us! We'll do our best to help you out. We can't wait to see you! https:t.coIbAhSIMEi"
1097,"If you like turning over logs in the woods, you may enjoy the personal journals of th-century naturalist artist Jacob Stauffer. While unpublished not widely known, he dedicated much of his life to exploring illustrating Pennsylvania flora fauna. https:t.coYeFvalAyd https:t.coGnvXkjDq"
1098,"If you love books, the Library of Congress, and being a part of a team, you are a perfect fit to be part of our NatBookFest volunteer community. We hope youll join us! If you can, we'd love to hear from you by Friday, July . How to sign up: https:t.coJLmySvCW"
1099,If you missed GershwinPrizePBS    or if you just want to watch it again    you're in luck! You can stream it right now on the PBS website or app.
1100,"If you try them, let us know how they turn out. ""The True Essentials of a Feast"" is fully digitized and available online here: https:t.coMGgPBjSVB"
1101,"If you weren't able to attend the National Book Festival on August th, or if you were just unable to get to all the sessions you wanted to see, we're starting to roll them out on our website on YouTube! NatBookFest"
1102,"If you historic images like these, give us a follow on Instagram. https:t.coDmGiZzIqA"
1103,"If you're celebrating NationalBookLoversDay, you probably already know the National Book Festival is just about weeks away, right? Join us (and Casey McQuiston, and James McBride, and James Patterson, and Rebecca Yarros, etc., etc.) on August th!: https:t.coQgemFPpt"
1104,"If you're interested in learning more about the Holocaust on this International Holocaust Remembrance Day, find more VHP primary sources here: https:t.coCRMnSWSOX"
1105,"If you're watching GershwinPrizePBS, you heard brandicarlile mention jonimitchell had polio as a child in the s. We love what Joni had to say about that about her more recent brain aneurysm during a public conversation with LibnOfCongress the week of the concert. https:t.coxJRyXBvYS"
1106,If you're watching the ParisOlympics you've likely seen a lot of this structure lately. The Eiffel Tower was built to be the main attraction of Paris Exposition was actually meant to be temporary. Hard to imagine given its iconic nature today! https:t.cocalWWnv
1107,"If you're wondering about ""Clara Bow"" on TheTorturedPoetsDepartment, the Library's nitrate film vault leader, George Willeman, told nbcwashington a bit more about the silent film star where she can be found in the Library's collections. WATCH: https:t.cojSDJaLrCn"
1108,"If you've ever toured the Library, you probably remember Minerva. The impressive mosaic of the goddess greets visitors who rise to the top of the stairs in the Library's Great Hall. Plan your visit to the Library to see Minerva in person: https:t.coDSBkvnBG https:t.cotvtoyIai"
1109,"If you've made it this far in the thread, you know what the glass flutes LOOK like. Watch this video clip of flutist Richard Graef playing one of the Laurent instruments at a Library event to hear what they sound like. https:t.cobJSLXwG"
1110,"If your favorite film still hasn't made it onto the National Film Registry list, this page has more info about how you can nominate films: https:t.coRuPPcUggcm Nominations for next year will be accepted through Aug. , ! NatFilmRegistry"
1111,"If youve been following the Library for a while, you know we preserve and digitize materials that come to us in all kinds of physical formats. That includes video tapes! Heres a look inside the Video Preservation Lab at the National Audio-Visual Conservation Center. https:t.colYrroBWjF"
1112,"If youve seen Bradley Coopers new Leonard Bernstein biopic find yourself curious to learn more about Bernstein his world, then we've got a project for you! The Librarys crowdsourced transcription program has launched a new Bernstein campaign. https:t.cotsLtRYOv https:t.coDlDIMdPFc"
1113,"""Illmatic"" is the groundbreaking studio debut from Nas. The album -- characterized by the masterful use of multi-syllabic and internal rhyme, surprising line breaks and rhythmic complexity -- was added to the NatRecRegistry for preservation. https:t.coNZpSmkrB"
1114,"Immaculate vibes, for today every day. Cat with candelabra. Normandy, France. . Balthazar Korab Collection, Prints and Photographs Division. The Hungarian-born artist's archive of negatives, transparencies contact sheets was transferred to the Library in . https:t.coIblPxjl"
1115,"""Immediately in March and April we were right there collecting,"" said Katherine Blood, the Library's fine print curator. ""We were trying to reflect the early days of the pandemic, the early days of quarantine."" More from washingtonpost: https:t.corfeNtJiXr"
1116,"Impressively, the tower was built in just about months, from to . The Library's Prints and Photographs Division has a lot of photos of the tower from the exposition, which marked the th anniversary of the beginning of French Revolution. https:t.copBlHFR https:t.cojPymGsHZ"
1117,"In , the Gutenberg press was years old. The Divine Comedy was years old. A Florence publisher attempted to do something that had never been done    illustrate Dante's epic in a printed book. One of the few surviving copies is at the Library."
1118,"In , the nations st inauguration featured a surprise: George Washington made a speech after taking the oath of office, although no one was expecting it. The inaugural address became an instant tradition. Julie Miller, the Librarys early American historian, explains. https:t.coWspZznL"
1119,"In Blackwell went on to open the New York Infirmary for Women and Children, a hospital staffed entirely by women, along with her sister Emily and another colleague."
1120,"In , Thomas Edison recorded -- on a piece of tinfoil -- seconds that may be the oldest playable recording of an American voice and the earliest known recording of a musical performance. The recording has been added to the National Recording Registry. NatRecRegistry https:t.coelKyDCR"
1121,In RedCross founder Clara Barton's nephew wrote to her: "The ladies of the Riverside Red Cross have determined to present a picture of you to the High School to be hung in a prominent place ... they have asked me to write you learn whether you have any favorite likeness." https:t.coWkGenf
1122,"In , an Arizona paper called the Bisbee Daily Review published a piece about a traveler's fearful encounter with the ""Grand Canyon Wild Man,"" a creature that later became known as the Mogollon Monster. https:t.coyxZgeZ"
1123,"In , Phyllis Rankin Davenports war garden produced times the amount of vegetables she needed. Prompted by a phone call, Rankin made , cans of vegetable soup for the Red Cross. More in our newspaper archives: https:t.coiLrAjVrH ChronAm NationalHomemadeSoupDay https:t.cobtYPTLTe"
1124,"In , Mabel Walker Willebrandt was made the Assistant Attorney General to the Tax Division and became the highest-ranking woman in the government. Read more in our historical newspaper archives. https:t.coKCltLVZFn ChronAm otd https:t.coNOCGqzDzR"
1125,"In , Benjamin O. Davis Sr. was promoted to brigadier general, the st African-American to be named a general officer in the U.S. Army. He joined the military during the Spanish-American War served for years. More: https:t.coWdnWCyrW ChronAmParty BlackHistoryMonth https:t.covTyUSXUaC"
1126,"In , Lundy was studying to be an architect in New York City. Excited about the idea of rebuilding Europe post-war, he enlisted in the Army Specialized Training Program. However, by , the Army needed reinforcements, so he his company were placed into the infantry. https:t.coycqvBV"
1127,"In the Library acquired nearly , rare glass-plate negatives created by Russian photographer Sergei Prokudin-Gorskii, born years ago today. Due to his photography methods, color renders were possible but costly. Now, technology has caught up. https:t.coNjWJyVOQhX https:t.coFntRAhFe"
1128,"In , Patsy Cline released her single Walkin After Midnight, which became her breakthrough hit and catapulted her to stardom. Read an Evening Star profile of the singer in our historical newspaper archives. https:t.coGzCAOohPN ChronAm WomensHistoryMonth https:t.coVRKLfWk"
1129,"In , the formula for a successful rock song didn't necessarily include an a cappella intro, a six-minute run time and no chorus. But Freddie Mercury had a vision, the rest of QueenWillRock supported it, and ""Bohemian Rhapsody"" was born. Today, it enters the NatRecRegistry. https:t.corUrsolGU"
1130,"In , after the Air Force announced it would begin to accept women for pilot training, Congress voted to give WASPs veteran status. In , surviving WASPs were awarded the Congressional Gold Medal. Hear WASP stories from the Veterans History Project: https:t.codeDSTBDX https:t.colCuiYhO"
1131,"In , after the Air Force announced it would begin to accept women for pilot training, Congress voted to give WASPs veteran status. In , surviving WASPs were awarded the Congressional Gold Medal. Hear WASP stories from the Veterans History Project:"
1132,In the Library's American Folklife Center launched the Federal Cylinder Project to preserve the contents of the wax cylinders on more modern mediums. Learn more about La Flesche the wax recordings on this IndigenousPeoplesDay: https:t.cofuTYYPmjC https:t.cohWvqhBnC
1133,In the Library's American Folklife Center launched the Federal Cylinder Project to preserve the contents of the wax cylinders. Learn more about La Flesche the wax recordings this Native American Heritage Month: https:t.coAlrdtacln
1134,"In , to fashion that all-important title track for ""Flashdance,"" the filmmakers turned to experts in the field of music for movies: Giorgio Moroder, Irene Cara Keith Forsey. The result worked perfectly for the climax of the film AND became a major radio hit. NatRecRegistry https:t.cojNcMpiequ"
1135,"In , Carl Sagan asked NASA to point Voyager toward Earth take a photo of our home from billion miles away. The image inspired Sagan's book, Pale Blue Dot,"" his reading of which speaks to the universe's vastness the responsibility of human existence. NatRecRegistry https:t.coVYsaqLb"
1136,"In , photographer Camilo Jos Vergara selected the Library as the permanent home for his archive. His work forces viewers to observe how American cities have changed over the years. One spot he's revisited again again: Lower Manhattan as seen from the Manhattan Bridge. https:t.covMOdWp"
1137,"In , the Library hosted a panel event titled ""The Unacknowledged History of Black Creators and Black Characters in Comic Books,"" which has a more in-depth discussion. WATCH: https:t.coUbWhVOFu"
1138,"In , the Library was given a small collection that includes a survivors remarkable account of the atomic blast that leveled Hiroshima on Aug. , . The horrifying testimony covers pages, written in flawless English on lined rice paper."
1139,"In , Jefferson's Quran made its first-ever appearance in the Middle East, debuting at the World Expo in Dubai. https:t.cosYOmSauZG https:t.coseOAIYgUCq"
1140,"In , Congress mandated the COVID- American History Project as an initiative of the American Folklife Center at the Library, to document, preserve make available stories of Americans experiences with the pandemic the significant shifts it caused in our lives. https:t.coiVWFLtLsd"
1141,"In a lazy turkey daze today? Why not see if you can work out the clues in some of these vintage crossword puzzles, which are part of the ChronAmLOC historic newspapers online collection: https:t.coKSxbYEeR https:t.coAwRlVYKL"
1142,"In addition to recording a star-studded concert that will air on PBS on May , LionelRichie will also appear at the Library next week on March for a conversation with LibnOfCongress Carla Hayden. A limited number of tickets to attend are available."
1143,"In Alaska, today is Elizabeth Peratrovich Day. Her activism helped get the nations first anti-discrimination bill passed by the Alaska Territorial Legislature in February . Read more: https:t.coFaltFtZN Photo: P-, Alaska State Library photo collection. https:t.coyRdUAe"
1144,"In an letter to a friend concerning womens rights and the education of women physicians, Elizabeth wrote: ""I do not wish to give [women] a first place, still less a second one  but the most complete freedom, to take their true place whatever it may be."" https:t.coLcWIruxq"
1145,"In August , as war became imminent in Europe, longtime journalist Dorothy Thompson made daily broadcasts on NBC radio analyzing developments during the last days of peace. They form a unique broadcast record of this complex period. NatRecRegistry https:t.cooTKhbddGA"
1146,"In August, Library conservation staff deployed to Vermont to aid in the response to the July flooding. Why? FEMA's Heritage Emergency National Task Force has a Save Your Family Treasures program that aims to help disaster victims save treasured memories."
1147,"In case you missed it last month, the cast of the Tony Award-winning musical Hadestown visited the Library to perform for students and donate collection items that tell the story of the shows development. https:t.cogPlrHIEhw"
1148,In case you missed it: LibnOfCongress announced last week that pop icon LionelRichie will be the next recipient of the Library of Congress GershwinPrize for Popular Song. An all-star tribute concert will be broadcast on PBS stations May ! https:t.codyFMYGC https:t.coCmgWCpBIR
1149,In case you missed it: LionelRichie will be the next recipient of the Library of Congress GershwinPrize for Popular Song. An all-star tribute concert will be broadcast on PBS stations May ! Read more: https:t.coRdyijhyDe https:t.coITEOAv
1150,"In celebration of PreservationWeek, a behind-the-scenes look at a joint Library of Congress and NMAAHC preservation project from a few years ago: A photo album that included a previously unknown portrait of Harriet Tubman. Read more: https:t.coCXgAOweAo https:t.coIsNFKUmPH"
1151,"In celebration of Jewish American Heritage Month, take a look at ChronAmLOC's collection of Jewish American newspapers, which has grown under the National Digital Newspaper Program. https:t.coRRZolUXrd"
1152,"In celebration of Native American Heritage Month, take a look at the digital Veterans History Project exhibit that explores the lives service experiences of Native veterans, including two brothers who served as Navajo Code Talkers."
1153,"In celebration of Presidents Day, visitors are invited onto the floor of the Librarys magnificent Main Reading Room. This special opportunity offers a rare glimpse inside one of Washingtons most beautiful spaces. Plan your visit: https:t.coClnMfTLnK https:t.covoZcdPdn"
1154,"In celebration of the release of Wicked, we decided to dig up the original source material for all things Oz. Check out this first edition of Frank Baums The Wonderful Wizard of Oz, published in . https:t.coWOpbMapV https:t.coSQeZGQSN"
1155,"In Charleston in , the graves were covered two or three feet deep with roses, one paper reported. A sign reading Martyrs of the Race Course was erected because the Confederate forces had confined buried the POWs at the Washington Race Course Jockey Club (pictured). https:t.coCqvhV"
1156,"In early , Congress and President Coolidge approved . million for the trips a list of women eligible to participate was compiled. It was estimated that more than , might be eligible, but only about , responded only about half of those wished to make the trip. https:t.coJneicnJWla"
1157,"In February , Carter G. Woodson, a founder of the Association for the Study of Negro Life History, set the nd week of Feb. as Negro History Week, the precursor to Black History Month. More in our newspaper archives. https:t.cosZSGqGQN ChronAmParty BlackHistoryMonth https:t.coLlUaDLlSV"
1158,"In February, , new pages from African American newspaper titles throughout states and D.C. were added to ChronAmLOC, an open source newspaper database produced by a partnership between the Library and the National Endowment for the Humanities."
1159,"In Hollywood lore, 's Double Indemnity is one of the all-time Oscars snubs. The Library has a fascinating exchange of letters between the stars and the novelist whose book was the basis for the screenplay. https:t.coQfOdglcw https:t.colUliWgrk"
1160,"In honor of BlackHistoryMonth, explore portraits by contemporary artists that speak to community, family and the envisioned past, present and future: https:t.coowCuImT AAHM https:t.coNyujdVqn"
1161,"In honor of Juneteenth, read about Becky Elzy Alberta Bradford, formerly enslaved women who were a living archives of spiritual songs, sharing them with the world Alan Lomax, who recorded them for inclusion at the Library: https:t.coFwzSDxSCtV https:t.coowpKcEqFFL"
1162,"In honor of postseason baseball starting tomorrow, a fun Manuscript Division find: Supreme Court Justice Potter Stewart (big Reds fan) had law clerks update him with paper notes on Game of the National League Championship Series, played during afternoon arguments. https:t.coEHnqJwHHFP"
1163,"In honor of the th anniversary of the groundbreaking musical RENT, we took a look at our Jonathan Larson Papers collection with Janet McKinney, archivist in the Library's Music Division, including pages of lyric sketches for ""Seasons of Love."" https:t.cofLfFIYXv"
1164,In honor of the USArmy's th birthday: Cartoonist David Breger was drafted in created the G.I. Joe cartoon character during his off-duty hours at Camp Livingston. His children recently donated their fathers collection to the Library.
1165,"In just TWO WEEKS (and a day): Get ready for the Library of Congress National Book Festival create your own experience by engaging in author talks, the PBS special, listening to NPR podcasts more, Sept. -. Complete info schedule: https:t.coQcbGcTpxBU https:t.coiieoGNY"
1166,"In March GershwinPrize honoree LionelRichie headlined a star-studded concert with ChrisStapleton, BoyzIIMen, GloriaEstefan, AndraDayMusic, lukebryan, Miguel YolandaAdams. Two weeks from today (May ), you can watch it on PBS! https:t.cokQxfTaCEN GershwinPrizePBS https:t.codAyPnTbQ"
1167,"In March , President Teddy Roosevelt wrote this letter (from the Library's Presidential Papers Collection) to naturalist John Muir. His goals were to explore Yosemites natural beauty hear Muir's views around wilderness conservation, which he had become concerned about. https:t.coGBRqXPUgO"
1168,"In memory of Donald Rumsfeld, the secretary of defense for Presidents Gerald R. Ford and George W. Bush. The Library holds his papers, which include correspondence, memoranda, interviews and more from his decades of government service: https:t.cotjJkPZIK https:t.coIXOXXdqlVs"
1169,"In memory of General Colin Powell, former secretary of state and chairman of the Joint Chiefs of Staff. Powell was the first Black American to serve in these positions. https:t.coYcmeMuTdR https:t.coAhFVN"
1170,"In November, Library of Congress Connecting Communities Digital Initiative ArtistScholar in Residence Maya Freelon unveiled her exhibition, Whippersnappers: Recapturing, Reviewing, and Reimagining the Lives of Enslaved Children in the United States. https:t.coCQHKoC"
1171,"In observance of the th anniversary of the start of the Battle of Iwo Jima, we're sharing our U.S. Marine Corps Combat Recordings Collection, one of the most historically significant collections in the Library's Recorded Sound Section. Listen : https:t.couldNuhwMfW"
1172,"In our Chronicling America historic newspaper archive, you can find instances of the poem being republished to commemorate Revere's ridethe start of the Revolutionary War. ""Listen, my children, and you shall hear Of the midnight ride of Paul Revere"""
1173,"In the s, writer and activist W. E. B. Du Bois recognized the need for young African Americans to see themselves reflected in print. His response? The Brownies Book, a magazine ""designed for all children, but especially for ours."" See more"
1174,"In the age of streaming, audiobooks are the hot new medium. But the National Library Service for the Blind and Print Disabled (NLS)    part of the Library of Congress    has provided ""talking books"" to patrons since the s! Learn more: https:t.confvoov https:t.coxeFMHhNuO"
1175,"In the arena of the truly weird, how about -year-old wedding cake? Yep. https:t.cokgssJuRQT You've seen James Madison's flute. We also have his hair. https:t.coTsRZGafrct A recent issue of our magazine covered some of our more bizarre items: https:t.coMANwqoCr https:t.coOmnQqFmvS"
1176,"In the camps where Japanese Americans were unjustly incarcerated during WWII, photography was forbidden. But some, including Takuichi Fujii, recorded experiences emotions through art. Fifteen of his works were recently given to the Library as gifts. https:t.coRnvgvgpCmP https:t.coudRlPLPry"
1177,"In the century that has passed since the last time Paris hosted the Olympics, the gender gap has closed significantly. According to the International Olympic Committee, only out of , athletes at the Paris games were women! It's nearly this year. Paris https:t.coBFzCwsmKn"
1178,"In the event of a temporary shutdown of the federal government due to a lapse in funding, beginning March , , all Library of Congress buildings will close to the public and researchers. All public events will be cancelled. Also, all inquiries and requests to the Library of Congress web-based services will not be received or responded to until the shutdown ends. Information on https:t.coxlAeMWBo will not be updated. https:t.codlWXiQraG and https:t.coEqndzVN will remain available."
1179,"In the first jazz recording of the famous hymn, Louis Armstrong his Orchestra introduced an unusually atmospheric sound in ""When the Saints Go Marching In."" The song was added to the National Recording Registry today. NatRecRegistry https:t.cohskJoQskK"
1180,"In the late s, as rock roll was driving teens wild and their parents to despair, Johnny Mathis was popular with both groups. He brought a sophisticated approach to a series of hits that were expressive passionate. Chances Are has become his signature song. NatRecRegistry https:t.coUjMhrujt"
1181,"In the Library's Geography Map Division: A one-of-a-kind artifact from a critical moment in world history. This map was made ""in almost real time"" by Mitsuo Fuchida, leader of the Japanese strike force in the Pearl Harbor attack. More from our blog: https:t.coqiPuMWxzM https:t.corbicwIz"
1182,"In the Library's Hispanic Reading Room: The ""Otra piel para otra entraa"" book-dress. Acquired by the Library in , the one-of-a-kind performative work of poetry takes the shape of a bridal gown that readers unfurl in a celebration of Cuban and American Women poets. https:t.coBQRXWPYy"
1183,"In the photos, neighborhood residents of all ages are dressed to the nines for an Easter church service and an Easter Sunday matinee. More FSA photos can be found on the Library of Congress website: https:t.couNyfkGoL https:t.coFAoXXgi"
1184,"In this case, their goal was to document the lives of recent migrants from those rural areas to the ""Black Belt"" of Chicago. The Library of Congress Prints and Photographs Division is home to more than , of the FSA images, including these incredible shots from Easter . https:t.coxxQcUyTjgw"
1185,"In this letter from President William Howard Taft to British ambassador James Bryce, Taft wrote about the loss of his military aide friend Archie Butt, one of the prominent figures to perish in the wreck. ""Archie was like my younger brother,"" he wrote. https:t.coVAjluXXn https:t.coPLIdfqy"
1186,"In this season of ""America Works,"" listeners are introduced to Sarah Fortin, a fish net maker in New Bedford, Massachusetts. Fortin discusses gaining the skillset for her trade and the challenges faced as a young female worker. Listen to the full episode: https:t.coeOBFmFr https:t.corJTxgzVxC"
1187,"In this setting, Hrotsvitha composed plays, legends, epic poems. Complaining that virtuous women were not represented in classics by Roman playwright Terence, Hrotsvitha wrote corrective narratives with strong female leads, who often chose martyrdom instead of dishonor. https:t.coctynaKRto"
1188,"IN TWO NIGHTS: Join us on PBS for a all-star tribute concert in honor of Elton John Bernie Taupin, recipients of the Library of Congress Gershwin Prize for Popular Song, Tune in Monday night at c on PBS stations or streaming at https:t.coPCtNyCS GershwinPrizePBS https:t.coeZmCzrUL"
1189,"In Utopia, is there such a thing as Mondays? In , Thomas More wrote a book about an imaginary island called Utopia. The Library's Rare Book Geography and Map Divisions both hold maps of the mythical ""good place."" What would your Utopia look like? https:t.coUEMnxOBU https:t.coekissqnAJ"
